id,place,place_name,phase,phase_years,phase_title,name_en,name_fr,source_ref,source_generation,canonical,styles,style_label,tenure_plan,storeys,roof_form,roof_pitch_deg,window_proportion,principal_cladding,roofing,garage,lot_width_min_m,lot_width_max_m,setback_front_m,setback_side_m,front_yard_green_pct,siting_landscape,massing,articulation,openings,materials,conservation,models_observed,phase_confidence,sectors,tid,fiche_id,courant,quartiers,count_in_place,is_courant,is_residential,source_url,blurb_en,origin_en,photo_file,photo_credit
ville-marie.maison-magasin-entrepot,ville-marie,Ville-Marie (Montréal),p3,1840 – 1880,"Warehouses, maisons-magasins and the faubourgs",Maison-magasin and warehouse with dwellings above,Magasin-entrepôt,"RPCQ id 93528 (MCC); Ville de Montréal, Évaluation du patrimoine urbain — Ville-Marie (2005)","RPCQ fiche 93528, section « Éléments caractéristiques » (fiche source: Ministère de la Culture et des Communications du Québec, 2004), read 17 August 2026; with the cahier's sector fiches 24.E.38, 24.E.40 and 24.E.42 and its historical chapter, printed pp. 34–35.",maison-magasin-entrepot,victorian-eclectic,,mixed,,flat,,,cut-stone; montreal-greystone; clay-brick-red,,,,,,,,"Built to the street line in a continuous run, party-walled, on the blocks between rue de la Commune and rue Saint-Paul and along rues des Récollets, Sainte-Hélène, Saint-Pierre and Le Moyne. | Two-faced by design where the block runs through: the cahier records a relatively plain elevation on the goods-handling side and a far more elaborate one on the commercial side, on rue Saint-Paul.","Flat roof. | Thick, projecting and often very ornamented cornice.",Heavy projecting cornice as the crowning element. | Ornament concentrated on the commercial elevation; showrooms for retail selling behind the ground-floor bays in the sector of the Bourses.,Wide bays (« larges baies »).,"Mixed structure of timber, cast iron and stone. | Red brick. | Grey limestone on the older runs, in a site where grey limestone predominates until 1850 and a wide variety of stone types after it.",,,verified,SITE-93528; 24.E.38; 24.E.40; 24.E.42,,,,,,False,True,,"The building that made the port quarter and then, a century later, repopulated it. A mixed structure of timber, cast iron and stone; wide bays; a flat roof; a thick, projecting, often very ornamented cornice; red brick. In the runs between rue de la Commune and rue Saint-Paul it is frankly two-faced — sober where the goods came in, elaborate where they were sold. From the 1970s these are the buildings that were recycled into dwellings, which is how a quarter with a few hundred residents in the 1950s came to hold several thousand.","Montréal became the undisputed metropolis of Canada in the second half of the 19th century, at the centre of a road, maritime and transcontinental rail network, and the old town turned into a financial and administrative city — the shop window of Canadian capitalism, in the RPCQ's phrase. Offices, banks, insurance head offices, warehouses and courthouses went up with great stylistic eclecticism. Then the fall: after 1945 Montréal lost the metropolitan role to Toronto, the economic centre moved north-west, and by the 1950s, the cahier records, retail had practically vanished from the old town and its residents numbered only a few hundred. Serious proposals for an expressway through Vieux-Montréal followed, and the protests against them led to the Québec government decreeing the quarter an arrondissement historique in 1964. Survival then meant new uses for empty floors, and the cahier states the mechanism plainly: <em>« On y a recyclé plusieurs de ces bâtiments en condos, dont le premier exemple est celui des Cours Le Royer, posant ainsi le premier jalon d'un repeuplement du Vieux-Montréal. »</em> The loft conversions of rue Saint-Paul and the faubourg des Récollets follow the same line.",assets/places/ville-marie/magasin-entrepot-jean-leclaire-commons.jpg,"Magasin-entrepôt Jean-Leclaire, 28-30 rue Saint-Paul Est with its secondary façade at 29 rue de la Commune Est, and its neighbours — grey stone, wide bays in regular tiers, flat roofs and heavy cornices, with commercial ground floors. Photograph by Jeangagnon, 19 May 2014, Wikimedia Commons, CC BY-SA 3.0. https://commons.wikimedia.org/wiki/File:Magasin-entrepot_Jean-Leclaire.JPG — licence, author and file URL read through the Commons API before download; the photograph was opened and checked against its description."
ville-marie.greystone-mansion,ville-marie,Ville-Marie (Montréal),p4,1850 – 1930,The Mille carré doré and the Victorian terrace,Freestanding greystone mansion,Demeure bourgeoise isolée du Mille carré doré,"RPCQ id 93528 (MCC); Ville de Montréal, Évaluation du patrimoine urbain — Ville-Marie (2005)","Ville de Montréal, Évaluation du patrimoine urbain — Ville-Marie (2005), sector fiches 24.E.29, 24.E.30, 24.E.28 and 24.E.3, and the historical chapter printed p. 30; with Héritage Montréal, Memento, « McGill and Golden Square Mile Houses », read 17 August 2026. The RPCQ fiche 93528 covers the declared site only and does not reach this quarter.",greystone-mansion-freestanding,italianate; second-empire; romanesque; queen-anne; beaux-arts,,single-family,,,,,montreal-greystone; cut-stone; clay-brick,,,,,,,,"Freestanding, often surrounded by gardens and outbuildings, on the south flank of the mountain. | The cahier values the sector as much for what the houses leave open as for the houses — « le dégagement qu'elle assure à la montagne ». | Only the part north of avenue du Docteur-Penfield falls inside the site patrimonial du Mont-Royal; sector 24.E.30, south of Sherbrooke, is explicitly outside it.","Not stated for this sector. The neighbouring croissant Redpath, 24.E.28, is described as mostly three storeys under a two-slope roof — that is the cahier's figure for that sector, not for this one.",Not stated. The cahier calls the sector remarkable for « la qualité architecturale des bâtiments qui le composent » without describing that architecture.,Not stated.,"Not stated for the sector. The cahier's neighbouring fiche 24.E.28 gives clay brick or stone for the Redpath crescent, and the site as a whole is characterised by grey limestone to 1850 and a wide variety of stone types after it.",,,verified,24.E.29; 24.E.30; 24.E.28; 24.E.31,,,,,,False,True,,"The richest domestic architecture on the island of Montréal, and the least protected. A freestanding house of two and a half or three storeys standing in its own garden with its own outbuildings, on the slope between Sherbrooke and the mountain, built between about 1860 and 1935 in whichever revival was current — Italianate, Second Empire, Romanesque, Queen Anne, Beaux-Arts. The Ville grades the two sectors that hold them exceptionnelle. Neither carries an ensemble designation, and the columns below are empty because no document describes these houses as a type.","The cahier's historical chapter puts it plainly: the north-west of the quartier Saint-Antoine, part of it running up the flank of the mountain, went on attracting the great Montréal bourgeoisie, which in the wake of the McTavishes and the McGills had sumptuous residences built by well-known architects — <em>« On y compte les Allan, les Van Horne, les Forget »</em> — and the sector would later be called the Square Mile. Héritage Montréal dates the golden age 1840–1930 and the buildings principally 1850–1930, and describes a commercial aristocracy that controlled two-thirds of the country's wealth. After the 1929 crash the families moved west to Westmount and the Town of Mount Royal, apartment and office buildings were put up in their gardens, and the quarter went, in Héritage Montréal's phrase, from golden age to urban decay in fifty years. Attrition, as English Wikipedia states it citing Rémillard and Merrett's <em>Mansions of the Golden Square Mile</em> (1987): <em>""By 1983, only 30% of the mansions in the northern half of the Square Mile had survived demolition; and only 5% survived south of Sherbrooke Street.""</em> Héritage Montréal's own page carries a more cautious version — <em>""Only about 30% of the bourgeois homes survived, north of Sherbrooke Street""</em> — with neither the year nor the 5%. Whichever figure is right, the surviving stock is a remnant, and Héritage Montréal states that the ensemble <em>""does not have a designation or specific strategy to protect and promote its heritage over current urban development considerations""</em>.",assets/places/ville-marie/ravenscrag-avenue-des-pins-commons.jpg,"Ravenscrag, 835-1025 avenue des Pins Ouest — the Allan house, freestanding on its wooded ground below the mountain, with the belvedere tower of its Italianate composition. Photograph by Thomas1313, 7 August 2013, Wikimedia Commons, CC BY-SA 3.0. https://commons.wikimedia.org/wiki/File:Maison_Hugh_Allan,_dite_Ravenscrag_16.jpg — licence, author and file URL read through the Commons API before download; the photograph was opened and checked against its description."
ville-marie.greystone-terrace,ville-marie,Ville-Marie (Montréal),p4,1850 – 1930,The Mille carré doré and the Victorian terrace,Greystone terrace,Maison en rangée de pierre grise,"RPCQ id 93528 (MCC); Ville de Montréal, Évaluation du patrimoine urbain — Ville-Marie (2005)","Ville de Montréal, Évaluation du patrimoine urbain — Ville-Marie (2005), sector fiches 24.E.9 and 24.E.7; Ville de Montréal, Évaluation du patrimoine urbain — Plateau-Mont-Royal (2005), sector fiche 25.E.12, for the Milton Park half of the same form; Héritage Montréal, Memento, « Milton Parc Neighbourhood », read 17 August 2026.",greystone-row-2-3st,second-empire; victorian-eclectic; queen-anne,,row,2.5,,,,montreal-greystone; stone; clay-brick,,,,,,,,"Contiguous, in series, on the streets around the villas rather than on the villa streets themselves — the cahier is explicit that these were built for the middle class, on the streets neighbouring the Shaughnessy villas. | Very dense fabric in the Village Lincoln, where the cahier says it is the terraces and the individual heritage houses together that make the sector exceptional.",Two and a half storeys.,"Not stated for the Village Shaughnessy terraces beyond their Second Empire inspiration. | In the Milton Park half the Plateau cahier records decoration that is often elaborate, and Héritage Montréal describes great architectural diversity, with large single-family Victorian houses standing cheek by jowl with duplexes, triplexes and apartment houses.",Not stated by any of the three sources.,"Stone, or sometimes brick, on the principal façade. | In Milton Park, grey stone or red sandstone.",,,verified,24.E.9; 24.E.7; 25.E.12,,,,,,False,True,,"The middle-class counterpart to the mansion, and the form this project has already recorded in Westmount: contiguous single-family houses in series, two and a half storeys, stone — sometimes brick — on the principal façade, mostly Second Empire in inspiration, built between 1870 and 1910 on the streets around the Shaughnessy villas and between 1875 and 1900 in Milton Park north of Sherbrooke. Many were later subdivided into two dwellings or more, which is why so much of this stock now reads as plex without ever having been built as one.","Two halves of one form, on either side of a borough boundary that did not exist when it was built. South of Sherbrooke, the Village Shaughnessy: John Ostell's 1842 master plan turned development north-west, rues Chomedey and Lambert-Closse were cut about 1880, and between 1870 and 1910 the streets around the surviving villas filled with row houses for the middle class, with good maisons de rapport of the 1920s among them. North of Sherbrooke, Milton Park, which the Plateau cahier reads as the same building repeated — the contiguous one- or two-family house in grey stone or red sandstone, 1875–1900, later subdivided. The two halves went in opposite directions after 1945. Shaughnessy Village lost its villas one by one and was renamed a quartier; Milton Park was bought up by a single developer, threatened with total demolition, and bought back by its residents. See the notes at the foot of this page.",assets/places/ville-marie/maisons-en-rangee-william-stroud-rue-pierce-commons.jpg,"Rue Pierce seen from rue Sainte-Catherine — the maisons en rangée William D. Stroud, 1419 to 1441, built 1889–1890 by the architect Robert Findlay, in a run of contiguous houses with gabled dormers, bays and front stairs. Photograph by Jeangagnon, 15 October 2012, Wikimedia Commons, CC BY-SA 3.0. https://commons.wikimedia.org/wiki/File:Maisons_en_rangee_William_D.-Stroud_12.jpg — licence, author and file URL read through the Commons API before download; the photograph was opened and checked against its description. The dating and attribution are the 2005 cahier's, fiche 24.E.7."
ville-marie.maison-ouvriere-porte-cochere,ville-marie,Ville-Marie (Montréal),p3,1840 – 1880,"Warehouses, maisons-magasins and the faubourgs",Workers' house with carriage gate,Maison ouvrière avec porte cochère,"RPCQ id 93528 (MCC); Ville de Montréal, Évaluation du patrimoine urbain — Ville-Marie (2005)","Ville de Montréal, Évaluation du patrimoine urbain — Ville-Marie (2005), historical chapter printed pp. 29–30, and sector fiches 24.I.1, 24.I.5, 24.I.6, 24.I.9, 24.I.10, 24.I.11 and 24.I.12; with RPCQ fiche 93528, which lists the porte cochère among the characteristic elements of the declared site.",faubourg-house-flat-roof,faubourg-vernacular; victorian-eclectic,,mixed,2–3,,,vertical,clay-brick; stone,,,,,,,,"Small lots on blocks laid out without a ruelle, which is the whole of the type's logic: with no service lane, access to the rear of the lot has to be taken through the building. | The carriage gate gives on to houses standing at the back of the yard and to fuel storage. | Deep lots, in 24.I.6 and 24.I.9, with rear-yard annexes since demolished; front yards where the ground floor stands clear of the ground. | The quarters that grew round the Molson brewery, the Canadian Rubber and the MacDonald Tobacco works.","Two or three storeys. | Fine cornices, and in 24.I.5 false cornices.","Elaborate cornices, carriage gates and exterior stairs, in the cahier's own list for 24.I.6. | Elaborate crownings, slate roofs and dormers with worked joinery on the brick and grey-stone ensembles near rue Ontario (24.I.4).","Vertical windows. | The carriage gate itself — a full-height arched opening in the street front, still visible throughout the sector. | Access to the ground floor fixes the front setback: none where the access is internal, set back where a stair on the façade has to be accommodated (24.I.4).",Brick as the principal facing. | Grey stone or brick on the finer ensembles.,,,verified,24.I.11; 24.I.9; 24.I.6; 24.I.1; 24.I.4; 24.I.10; 24.I.12,,,,,,False,True,,"The eastern alternative to the ruelle, and the one detail in this borough that exists nowhere else on this site. Where the blocks around the Molson brewery, the Canadian Rubber and the MacDonald Tobacco works were cut into small lots with no service lane behind them, the only way to the back of the lot is through the building — so a full-height carriage gate is driven through the street front. Behind it are houses standing at the back of the yard and the coal and wood store. Two or three storeys, brick, vertical windows, elaborate cornices; the front setback is decided by nothing more than whether the stair to the upper dwellings is inside or out.","The cahier gives the mechanism in the middle of its historical chapter, describing the dense population that gathered round the Molson brewery — in the quarter since the 18th century — the Canadian Rubber and the MacDonald Tobacco works: <em>« Les quartiers qui entourent ces usines se composent de petits lots, et les quadrilatères (îlots) sont sans ruelle. Dans ce type de lotissement, c'est la porte cochère, toujours visible dans ce secteur, qui donne accès aux maisons en fond de cour ainsi qu'à l'entreposage de combustibles. »</em> Set that against the Sud-Ouest, where Montréal's regulation of residential construction from about 1880 produced blocks with ruelles first in an « I » and then in an « H », and where the same regulation pushed the stair to the upper dwellings out of the building and into the front yard. Two solutions to one problem — how to reach the back of a deep, narrow lot — separated by a generation of by-laws and four kilometres of city. The carriage gate is the older answer, and Centre-Sud is where it survives; the RPCQ lists it among the characteristic elements of the declared site as well.",,"Photograph pending. RPCQ imagery for the site patrimonial de Montréal (rpcq_bien_93528_*) is © Gouvernement du Québec and is not reproduced: permission required. The 2005 cahier's own photographs of the I sectors — 24.I.7 at 1221-1229 rue Plessis and 24.I.9 at 1834-1848 rue Plessis, credited to the Ville de Montréal and its named photographers — are likewise not reproduced. A search of Wikimedia Commons on 17 August 2026 for a freely-licensed photograph of a Centre-Sud porte cochère returned nothing whose description survived inspection, and no substitute has been invented."
villeray-saint-michel-parc-extension.maison-rurale-villageoise,villeray-saint-michel-parc-extension,Villeray–Saint-Michel–Parc-Extension,p1,1750 – 1893,"Côtes, farms and quarries",Rural or village house,Maison rurale ou villageoise,"Règlement 01-283-124, Annexe F, fiche 1.1","By-law Annexe F, fiche 1.1, pp. 1.1.1 to 1.1.5 — the fiche d'accompagnement, the three headings of the typologie de base, and the two lettered variants, transcribed verbatim",bourg-vernacular-house-small,agricole-vernaculaire; second-empire,Agricole vernaculaire / Second Empire / mansard,single-family,1,mansard,,vertical,wood-clapboard,,none,,,,,,"Built on large lots that were later cut down by cadastral resubdivision, so the house often now stands on a parcel far smaller than the one it was set out on. | Set back from the street with a medium to large front margin — the opposite of every other type in this by-law except the post-war ones.","Square or rectangular plan, compact, one storey above ground with the habitable space carried up into the attic. | Mansard roof with dormers; the ridge runs parallel to the street. | One or more chimneys, placed on the side walls.","Modest houses, clad in wood clapboard. | The front door is reached by a covered gallery running the full width of the façade.",Windows may have shutters. | Openings are of vertical proportion and of similar dimensions to one another.,Wood clapboard in the base typology; variant B is built in stone or brick instead.,,,verified,14.A.1,,,,,,False,True,,"What the borough looked like before the tramway: a compact wood-clad house on a big lot, set back from the road, one storey under a mansard with the bedrooms in the attic and a covered gallery running the whole width of the front. The by-law keeps it because a few survive in the oldest parts of Villeray and of the former Cité de Saint-Michel, not because it is common.","This is the borough's link to the rural Québec forms catalogued elsewhere on this site — the small village house of Charlesbourg's Trait-Carré, of Île d'Orléans, of Lévis. Here it is a survivor inside a twentieth-century street grid rather than the parent of what came after: nothing in Villeray's plex or shoebox descends from it. The by-law's ordering makes the point by putting it first and then never referring back to it.",,"Règlement 01-283-124, Annexe F, p. 1.1.2 — elevation drawing of the typologie de base, with further elevations of variants A and B at pp. 1.1.4–1.1.5. © Ville de Montréal. Not reproduced."
villeray-saint-michel-parc-extension.shoebox-debut-20e,villeray-saint-michel-parc-extension,Villeray–Saint-Michel–Parc-Extension,p3,1915 – 1940,The plex and the first shoebox,Shoebox of the early 20th century,Shoebox du début du 20e siècle,"Règlement 01-283-124, Annexe F, fiche 1.2","By-law Annexe F, fiche 1.2, pp. 1.2.1 to 1.2.5, transcribed verbatim; the borough-wide counts come from the arrondissement's own 2019 guide, not from the by-law",shoebox-uniplex,shoebox; vernaculaire-industriel,Shoebox / Vernaculaire industriel (Québec industrial vernacular),single-family,1,flat,,vertical,clay-brick; wood-clapboard,,none,,,,,,"Generally contiguous with its neighbours, but it may also be detached or semi-detached. | Built on a rectangular lot deeper than it is wide, close to the street so as to leave room for a back yard — the siting rule that makes the type read end-on to the street. | Variant A inverts it and stands at the back of the lot with little or no rear margin.",A single-storey flat-roofed building on a rectangular plan of modest dimensions. | The ground floor is slightly raised above street level; the cellar is usually no more than a crawl space. | A projecting volume is sometimes present on the façade.,"The façade composition is generally symmetrical. | The front door is reached by a perron, sometimes sheltered by a marquise. | A cornice, or a parapet with a pediment, usually crowns the building, and the brickwork often carries ornament.",Two windows disposed either side of a central door. | Windows of vertical proportion.,"Brick, usually, with ornament worked into the cladding. | Variant C substitutes a light cladding, and may then be either plain or more ornamented than the brick version — cornice, window architraves, a wide covered gallery.",,,verified,14.I.1; 14.I.3,,,,,424,False,True,,"A single-storey brick box on a lot deeper than it is wide, set end-on and close to the street with the yard behind, its door in the middle and one tall window either side, and a cornice or a pedimented parapet raising the front above the flat roof. Built cheaply from what was to hand between 1900 and 1940, mostly in Villeray and Parc-Extension, and built to be built over later.","The shoebox is the one self-built type on this site, and this is one of three records for it — with Rosemont–La Petite-Patrie's single type and with fiche 1.3 next door. The scholarly account is Guy Gaudreau, ""Les premières maisons shoebox montréalaises de Rosemont et de Villeray"" (Revue d'histoire urbaine / Urban History Review, DOI 10.3138/uhr-2020-0004), which pairs the same two boroughs this site now pairs. What is distinctive here is that the by-law does not simply describe the type: it regulates it, giving it three lettered variants and a table of permitted original and replacement components running to three further pages.",assets/places/villeray-saint-michel-parc-extension/shoebox-debut-20e-parapet-fronton.jpg,"""Maison shoebox à Montréal 08"" by Guerinf, 8 April 2020, Wikimedia Commons, licensed CC BY-SA 4.0 (Creative Commons Attribution-ShareAlike 4.0 International) — author, licence and file URL read individually on the Commons API before download. File: https://commons.wikimedia.org/wiki/File:Maison_shoebox_%C3%A0_Montr%C3%A9al_08.jpg"
villeray-saint-michel-parc-extension.boomtown,villeray-saint-michel-parc-extension,Villeray–Saint-Michel–Parc-Extension,p3,1915 – 1940,The plex and the first shoebox,Boomtown house,Boomtown,"Règlement 01-283-124, Annexe F, fiche 1.4","By-law Annexe F, fiche 1.4, pp. 1.4.1 to 1.4.5, transcribed verbatim",boomtown-false-front,boomtown; vernaculaire-industriel,Boomtown (false front) / Vernaculaire industriel (Québec industrial vernacular),single-family,2,flat-or-low-slope,,vertical,clay-brick; wood-clapboard,,none,,,,,,"Sited contiguously, detached or semi-detached. | Generally found on lots deeper than they are wide — the same lot geometry as the shoebox.","A volume of one or two storeys under a flat roof, or one falling at a low slope towards the rear. | The side walls often carry a stepped parapet. | The ground-floor level is generally close to the level of the ground, which distinguishes it from the raised shoebox.","The façade composition is symmetrical, with a central door. | A covered gallery the full width of the building gives access to the door. | The parapet is high, often pedimented or carrying a cornice, and gives the building a false, western look. | Apart from a worked crown, buildings of this type are usually plainly treated.","Windows of vertical proportion, disposed rhythmically at each level.",Masonry in the base typology; variant A substitutes wood clapboard and adds architraves round the openings.,,,verified,14.I.3,,,,,,False,True,,"Two storeys of open-slat wood frame put up fast in a boom, under a flat roof or one falling gently to the back, with a stepped parapet on the side walls and a high pedimented or corniced parapet on the front that makes the building look taller than it is. A covered gallery runs the width of the façade. The by-law's own word for the effect is <em>postiche</em> — false-fronted.","Boomtown is the most widely distributed form on this site, and this record is one of its two Montréal borough entries in Part 10. What this borough adds to the file is the frame: the fiche gives the construction method in plain French — a slatted wood frame, easy to build, quick to raise — where the Charlesbourg plan de conservation names it « une charpente claire, aussi appelée ""Balloon Frame"" » and most other sources describe only the parapet. The two readings belong together: the parapet is what the fast frame made possible to dress up.",,"Règlement 01-283-124, Annexe F, p. 1.4.2 — elevation drawing of the typologie de base, with the variant A elevation at p. 1.4.5. © Ville de Montréal. Not reproduced. No freely-licensed photograph of a boomtown house identified as being in this borough was found on Wikimedia Commons in this pass; the Commons boomtown photographs that were checked are of other places and are not offered here as evidence for this one."
villeray-saint-michel-parc-extension.plex-debut-20e,villeray-saint-michel-parc-extension,Villeray–Saint-Michel–Parc-Extension,p3,1915 – 1940,The plex and the first shoebox,Plex of the early 20th century,Plex du début du 20e siècle,"Règlement 01-283-124, Annexe F, fiche 2.1","By-law Annexe F, fiche 2.1, pp. 2.1.1 to 2.1.5, transcribed verbatim, with the family definition from the 2.0 divider page",plex-family; duplex-exterior-stair; triplex-exterior-stair,victorian-eclectic; edwardian-classical,Victorian eclecticism / Edwardian classical,mixed,3,flat,,vertical,clay-brick; stone,,none,,,,,,"Generally sited contiguously, in rows. | On lots deeper than they are wide, built with a shallow front margin. | The plan is rectangular or L-shaped, the L being cut to free a light court.",Two or three storeys under a flat roof. | The ground-floor level is slightly raised above the street. | The façade may carry a projecting volume.,"The façade composition is symmetrical, and the dwelling doors — reached from the ground-floor or second-storey perron — are generally placed centrally. | The façade is punctuated by projections, above all balconies at every level. | The curved stair giving access to the upper balcony is named by the by-law as an important architectural characteristic of the type. | A marquise may cover the top-floor balcony. | Ornament is usual — brick bond patterns, worked lintels and sills. The crown varies from building to building but is generally a pedimented parapet under a moulded flashing.",Windows aligned vertically and of vertical proportion.,"Brick, with stone; the ornament is worked in the brickwork itself as much as applied to it.",,,verified,14.E.1; 14.I.3,,,,,,False,True,,"Montréal's own building, as this borough regulates it: two or three storeys of stacked flats under a flat roof, filling a narrow deep lot in a contiguous row with barely any setback, each dwelling with its own door on the front, balconies at every level, and a curved exterior stair climbing to the upper one. Ornament in the brickwork, worked lintels and sills, and a pedimented parapet on top. Villeray from about 1900, Parc-Extension from the 1920s.","This is the plex family recorded in the words of the borough that has most of it. Two things here are not in the other Montréal plex records on this site. One is the borough's own social account of who lived in them — « logeaient les familles ouvrières qui travaillaient, notamment, dans les nombreuses carrières de pierre que l'on retrouvait à l'époque sur le territoire de l'arrondissement » — which ties the type to the Saint-Michel limestone quarries recorded as this borough's only archaeological interest. The other is that the by-law makes the curved exterior stair a named characteristic of a regulated type, which is what the shared explainer at /topics/escalier-exterieur/ exists to unpack.",assets/places/villeray-saint-michel-parc-extension/plex-debut-20e-avenue-de-gaspe.jpg,"""Avenue Caspé Villeray Montreal"" by Great11, 19 March 2017, Wikimedia Commons, licensed CC BY-SA 4.0 (Creative Commons Attribution-ShareAlike 4.0 International) — author, licence and file URL read individually on the Commons API before download. File: https://commons.wikimedia.org/wiki/File:Avenue_Casp%C3%A9_Villeray_Montreal.jpg"
villeray-saint-michel-parc-extension.immeuble-appartements-debut-20e,villeray-saint-michel-parc-extension,Villeray–Saint-Michel–Parc-Extension,p3,1915 – 1940,The plex and the first shoebox,Apartment building of the early 20th century — the conciergerie,Immeuble d'appartements du début du 20e siècle,"Règlement 01-283-124, Annexe F, fiche 3.1","By-law Annexe F, fiche 3.1, pp. 3.1.1 to 3.1.5, transcribed verbatim, with the family definition from the 3.0 divider page",apartment-house-common-hall; interwar-walkup-apartment,edwardian-classical; beaux-arts,Edwardian classical / Beaux-Arts,walk-up,3,flat,,vertical,clay-brick; stone,,none,,,,,,"May be sited contiguously, semi-detached or detached. | Characterised by a shallow to medium setback and by a heavy footprint on its lot.","Distinguished by its imposing gabarit, generally three storeys under a flat roof. | The ground floor is raised above the street and habitable rooms may be in the basement. | Projecting volumes on the façade are sometimes present.","The façade composition is generally symmetrical. | One central front door near ground level gives access to all the apartments — the single feature that separates this family from the plex. | Ornament is characteristic of these buildings, with the front door emphasised by a substantial stone architrave. | Façades may carry brick bond patterns, worked lintels and concrete bands. | The crown varies but often includes a pedimented parapet with acroteria under a moulded flashing.","Openings of vertical proportion, vertically aligned. | The dwellings generally have balconies, set projecting from the façade or recessed as alcoves.",Brick with stone; the ornament is worked into the brickwork and the stone door surround.,,,verified,14.E.1; 14.I.3,,,,,,False,True,,"The conciergerie: three storeys of flats between 1900 and 1940, imposing on its lot with only a shallow setback, more than a dozen dwellings reached from one central door at street level by a common interior stair. Ornament is the point — a heavy stone surround at that door, patterned brickwork, worked lintels, concrete bands, and a pedimented parapet with acroteria on top.","The apartment building appears on this site under several names — maison d'appartements, conciergerie, édifice de rapport, walk-up — and this borough numbers all three of its generations. What this record adds is the definition by stair. Everywhere else on this site the apartment building is separated from the plex by counting dwellings; here it is separated by asking whether the stair is inside the plan, and the by-law says in as many words that putting it inside « rompt avec la tradition montréalaise des escaliers extérieurs ».",,"Règlement 01-283-124, Annexe F, pp. 3.1.2 and 3.1.5 — elevation drawings of the typologie de base and of variant A. © Ville de Montréal. Not reproduced."
villeray-saint-michel-parc-extension.shoebox-milieu-20e,villeray-saint-michel-parc-extension,Villeray–Saint-Michel–Parc-Extension,p4,1940 – 1960,"Wartime models, the second shoebox, the post-war boom",Shoebox of the mid-20th century,Shoebox du milieu du 20e siècle,"Règlement 01-283-124, Annexe F, fiche 1.3","By-law Annexe F, fiche 1.3, pp. 1.3.1 to 1.3.5, transcribed verbatim; the counts are summed from the arrondissement's own 2019 guide",shoebox-uniplex,shoebox; minimal-traditional,Shoebox / Minimal Traditional,single-family,1,flat,,vertical,clay-brick; stone,,integrated-facade,,,,,,"Generally semi-detached or detached — the contiguous siting of the earlier shoebox gives way. | Often on lots wider than those of the early-century type. | Characterised by a large front margin, sometimes containing a parking space. | In some cases the houses were built in series, and groups of them are not rare in certain sectors of the borough.","A one-storey volume on a rectangular plan with a flat roof — the shoebox envelope, unchanged. | The ground floor is often raised above street level, which is what makes a real basement possible.","The front door is central and framed by two windows, reached by a perron sometimes covered by a marquise. | The façade carries little ornament. | The crowning is sober — this is the clearest single break from the early-century type, which was crowned by a cornice or a pedimented parapet.","Door architrave and window lintels and sills are soberly worked. | Insertions of glass block, or a decorative masonry bond, are possible.","Exterior cladding in brick or stone. | Variant C substitutes a light cladding, and unlike the early-century light-clad variant it is plain, with no ornament at all.",,,verified,14.U.1,,,,,735,False,True,,"The same flat-roofed one-storey box, built between 1940 and 1960, with the ornament stripped off, the crown flattened, the ground floor lifted over a real basement, and the party walls given up for a gap on each side and a deeper front yard to park a car in. Two of its five variants put something under that raised floor: a garage in one, a second dwelling with its own areaway entrance in the other.","This is the record that makes the shoebox argument visible, because it has no counterpart in Rosemont's single-type treatment. It is also the borough's numerically dominant shoebox: 735 of the 1 159 houses the borough counts fall in this fiche's years, and 544 of those in the eleven years 1950-1960 alone. The type is where the shoebox meets the bungalow — which the same by-law files six fiches later, at 1.7 — and the meeting happens in the siting and the section rather than in the roof, which stays flat.",assets/places/villeray-saint-michel-parc-extension/shoebox-milieu-20e-surelevee.jpg,"""Maison de style Shoebox à Montréal 03"" by Guerinf, 31 March 2020, Wikimedia Commons, licensed CC BY-SA 4.0 (Creative Commons Attribution-ShareAlike 4.0 International) — author, licence and file URL read individually on the Commons API before download. File: https://commons.wikimedia.org/wiki/File:Maison_de_style_Shoebox_%C3%A0_Montr%C3%A9al_03.jpg"
